id,name,category,subtype,rarity,level,image_url,wiki_url,obtain,dmg_clean,dmg_max,def_clean,def_max,upgradeable,crit,health_regen,stamina_regen,price_clean_oml,price_max_oml,price_source,price_category,last_updated,updated_at
1210,Corrupting Haze aura,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/9/94/Corrupting_haze_aura.webp,https://swordburst2.fandom.com/wiki/Corrupting_Haze_aura,15,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1211,Crimson Carnage aura,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/4/46/Crimson_carnage_aura.webp,https://swordburst2.fandom.com/wiki/Crimson_Carnage_aura,20,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1212,Ignition Burst Aura,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/7/79/Ignition_burst_aura.webp,https://swordburst2.fandom.com/wiki/Ignition_Burst_Aura,,,,,2026-09-19T00:07:34Z
1213,Smoldering Flame Aura,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/f/f4/Smoldering_flame_aura.webp,https://swordburst2.fandom.com/wiki/Smoldering_Flame_Aura,30,,auras,Gift Of Shine 2-3 Silver Shine 8-10,2026-09-19T00:07:34Z
1214,Voidflame Aura,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/3/3f/Voidflame_aura.webp,https://swordburst2.fandom.com/wiki/Voidflame_Aura,,,,,2026-09-19T00:07:34Z
1215,Blooming Etoile Aura,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/e/ed/Blooming_Etoile.webp,https://swordburst2.fandom.com/wiki/Blooming_Etoile_Aura,20-25,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1216,Bunny Blessing Aura,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/3/35/Bunny_Blessing_Aura.webp,https://swordburst2.fandom.com/wiki/Bunny_Blessing_Aura,,,,,2026-09-19T00:07:34Z
1217,Easter Essence Aura,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/8/8d/Easter_Essence.webp,https://swordburst2.fandom.com/wiki/Easter_Essence_Aura,,,,,2026-09-19T00:07:34Z
1218,Flourishing Blooms Aura,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/b/b7/Flourishing_Blooms.webp,https://swordburst2.fandom.com/wiki/Flourishing_Blooms_Aura,25,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1219,Golden Eggcelence Aura,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/3/31/Golden_Eggcelence.webp,https://swordburst2.fandom.com/wiki/Golden_Eggcelence_Aura,20,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1220,Grassy Patch Aura,Aura,Aura,Aura,Common,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/8/87/Grassy_Patch.webp,https://swordburst2.fandom.com/wiki/Grassy_Patch_Aura,,,,,2026-09-19T00:07:34Z
1221,Chicken Wings Aura,Aura,Aura,Aura,Common,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/5/52/Chicken_Wings_Aura.webp,https://swordburst2.fandom.com/wiki/Chicken_Wings_Aura,20,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1222,Clown Pepe Aura,Aura,Aura,Aura,Common,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/e/ef/Clown_Pepe_Aura2.webp,https://swordburst2.fandom.com/wiki/Clown_Pepe_Aura,10-15,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1223,Ratfestt Aura,Aura,Aura,Aura,Common,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/8/8d/Ratfestt_Aura.png,https://swordburst2.fandom.com/wiki/Ratfestt_Aura,10-15,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1224,Trollface Aura,Aura,Aura,Aura,Common,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/0/09/Trollface_Aura2.webp,https://swordburst2.fandom.com/wiki/Trollface_Aura,10-15,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1225,Update is...,Aura,Aura,Aura,Common,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/c/cf/Update_is...webp,https://swordburst2.fandom.com/wiki/Update_is...,,,,,2026-09-19T00:07:34Z
1226,Yato's paycheck,Aura,Aura,Aura,Common,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/9/9e/Yato%27s_paycheck.png,https://swordburst2.fandom.com/wiki/Yato's_paycheck,15-20,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1227,Burning Ambition Aura,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/f/f3/Burning_Ambition_Aura.webp,https://swordburst2.fandom.com/wiki/Burning_Ambition_Aura,10,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1228,Prismatic Serenity Aura,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/0/02/Prismatic_Serenity_Aura.webp,https://swordburst2.fandom.com/wiki/Prismatic_Serenity_Aura,30-35,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1229,Royal Providence Aura,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/d/da/Royal_Providence_Aura.webp,https://swordburst2.fandom.com/wiki/Royal_Providence_Aura,30-35,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1230,Sanguine's Destiny Aura,Aura,Aura,Aura,Common,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/a/a7/Sanguine%27s_Destiny_Aura.webp,https://swordburst2.fandom.com/wiki/Sanguine's_Destiny_Aura,2,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1231,Spectral Amethyst Aura,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/a/ae/Spectral_Amethyst_Aura.webp,https://swordburst2.fandom.com/wiki/Spectral_Amethyst_Aura,20-25,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1232,Veridical Vitality Aura,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/b/b4/Veridical_Vitality_Aura.webp,https://swordburst2.fandom.com/wiki/Veridical_Vitality_Aura,4,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1233,Crimson Devotion Aura,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/2/2c/Crimson_Devotion_Aura.webp,https://swordburst2.fandom.com/wiki/Crimson_Devotion_Aura,10,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1234,Cupid's Whisper Aura,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/5/51/Cupid%27s_Whisper_Aura.webp,https://swordburst2.fandom.com/wiki/Cupid's_Whisper_Aura,,,,,2026-09-19T00:07:34Z
1235,Everbloom Grace Aura,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/5/55/Everbloom_Grace_Aura.webp,https://swordburst2.fandom.com/wiki/Everbloom_Grace_Aura,30-35,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1236,Roselight Heart Aura,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/3/3f/Roselight_Heart_Aura.webp,https://swordburst2.fandom.com/wiki/Roselight_Heart_Aura,8-12,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1237,Sealed Affection Aura,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/6/65/Sealed_Affection_Aura.webp,https://swordburst2.fandom.com/wiki/Sealed_Affection_Aura,10-15,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1238,Velvet Truffle Aura,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/6/64/Velvet_Truffle_Aura.webp,https://swordburst2.fandom.com/wiki/Velvet_Truffle_Aura,,,,,2026-09-19T00:07:34Z
1239,Radiant Celebration,Aura,Aura,Aura,Common,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/d/dc/Radiant_Celebration_Aura.png,https://swordburst2.fandom.com/wiki/Radiant_Celebration,5,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1240,Dreamspark Canopy,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/3/37/Dreamspark_Canopy_Aura.png,https://swordburst2.fandom.com/wiki/Dreamspark_Canopy,20,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1241,Polar Vortex,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/6/65/Polar_Vortex_Aura.png,https://swordburst2.fandom.com/wiki/Polar_Vortex,11-14,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1242,Marbled Void,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/9/9b/Marbled_Void_Aura.png,https://swordburst2.fandom.com/wiki/Marbled_Void,22-24,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1243,Ice Monarch,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/2/2a/Ice_Monarch_Aura.png,https://swordburst2.fandom.com/wiki/Ice_Monarch,35-40,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1244,Christmas Spirit Aura,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/c/c5/Christmas_Spirit.png,https://swordburst2.fandom.com/wiki/Christmas_Spirit_Aura,6-8,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1245,Jolly Mints Aura,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/d/dc/Jolly_Mints.png,https://swordburst2.fandom.com/wiki/Jolly_Mints_Aura,,,,,2026-09-19T00:07:34Z
1246,Glittering Aurora Aura,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/e/e4/Glittering_Aurora.png,https://swordburst2.fandom.com/wiki/Glittering_Aurora_Aura,35-40,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1247,Snowstorm Aura,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/c/cf/Snowstorm.png,https://swordburst2.fandom.com/wiki/Snowstorm_Aura,,,,,2026-09-19T00:07:34Z
1248,North Star Aura,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/d/d1/North_Star_Aura.png,https://swordburst2.fandom.com/wiki/North_Star_Aura,,,,,2026-09-19T00:07:34Z
1249,Prismatic Haze Aura,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/f/fe/Prismatic_Haze.png,https://swordburst2.fandom.com/wiki/Prismatic_Haze_Aura,,,,,2026-09-19T00:07:34Z
1250,Soft Corals,Aura,Aura,Aura,Common,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/0/0a/Soft_Coral_Aura.png,https://swordburst2.fandom.com/wiki/Soft_Corals,1-2,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1251,Starving Venom,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/e/e5/Starving_Venom_Aura.png,https://swordburst2.fandom.com/wiki/Starving_Venom,5,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1252,Terrifying Poison,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/8/8c/Terrifying_Poison_Aura.png,https://swordburst2.fandom.com/wiki/Terrifying_Poison,3-4,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1253,Depth's Light,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/c/c7/Depth%27s_Light_Aura.png,https://swordburst2.fandom.com/wiki/Depth's_Light,8,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1254,Angler Trap,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/b/ba/Angler_Trap_Aura.png,https://swordburst2.fandom.com/wiki/Angler_Trap,8-10,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1255,Abyss Current,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/e/ed/Abyss_Current_Aura_.png,https://swordburst2.fandom.com/wiki/Abyss_Current,17-20,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1256,Kapow,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/5/53/Kapow_Body_Aura.png,https://swordburst2.fandom.com/wiki/Kapow,5-6,,auras,Idol Star Bundle 500 Arising Star,2026-09-19T00:07:34Z
1257,Duality Flow,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/e/eb/Duality_Flow_Body_Aura.png,https://swordburst2.fandom.com/wiki/Duality_Flow,10-12,,auras,Idol Star Bundle 500 Arising Star,2026-09-19T00:07:34Z
1258,Glacial Snowflake,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/d/d4/Glacial_Snowflake_Body_Aura.png,https://swordburst2.fandom.com/wiki/Glacial_Snowflake,8,,auras,Idol Star Bundle 500 Arising Star,2026-09-19T00:07:34Z
1259,Falling Star,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/5/51/Falling_Star_Body_Aura.png,https://swordburst2.fandom.com/wiki/Falling_Star,8,,auras,Idol Star Bundle 500 Arising Star,2026-09-19T00:07:34Z
1260,Calamity,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/d/d7/Calamity_Body_Aura.png,https://swordburst2.fandom.com/wiki/Calamity,10,,auras,Idol Star Bundle 500 Arising Star,2026-09-19T00:07:34Z
1261,Plasma Wrath,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/0/0f/Plasma_Wrath_Body_Aura.png,https://swordburst2.fandom.com/wiki/Plasma_Wrath,8,,auras,Idol Star Bundle 500 Arising Star,2026-09-19T00:07:34Z
1262,Arcane Magic,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/e/ed/Arcane_Magic_Body_Aura.png,https://swordburst2.fandom.com/wiki/Arcane_Magic,8,,auras,Idol Star Bundle 500 Arising Star,2026-09-19T00:07:34Z
1263,Sparkling Woes,Aura,Aura,Aura,Common,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/2/2a/Sparkling_Woes1.png,https://swordburst2.fandom.com/wiki/Sparkling_Woes,1-2,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1264,Collapsing Eclipse,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/2/25/Collapsing_Eclipse.png,https://swordburst2.fandom.com/wiki/Collapsing_Eclipse,4-5,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1265,Contrast Current,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/1/1d/Contrast_Current1.png,https://swordburst2.fandom.com/wiki/Contrast_Current,10,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1266,Duality Flutter,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/a/aa/Duality_Flutter1.png,https://swordburst2.fandom.com/wiki/Duality_Flutter,30-35,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1267,White Flame,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/6/60/White_Flame1.png,https://swordburst2.fandom.com/wiki/White_Flame,10-12,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1268,Dark Flare,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/b/ba/Dark_Flare1.png,https://swordburst2.fandom.com/wiki/Dark_Flare,10,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1269,Jade Mist,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/0/0c/Jade_Mist.png,https://swordburst2.fandom.com/wiki/Jade_Mist,2-3,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1270,Tranquil Sparkle,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/6/6c/Tranquill_Sparkle.png,https://swordburst2.fandom.com/wiki/Tranquil_Sparkle,5,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1271,Chaotic Gleam,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/e/e4/Chaotic_Gleam.png,https://swordburst2.fandom.com/wiki/Chaotic_Gleam,4-6,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1272,Conflagrant Calamity,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/9/9f/Conflagrant_Calamity.png,https://swordburst2.fandom.com/wiki/Conflagrant_Calamity,4-6,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1273,Chaos Collide,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/b/bb/Chaos_Collide_.png,https://swordburst2.fandom.com/wiki/Chaos_Collide,12-15,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1274,Dragon's Mirage,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/e/e3/Dragon%27s_Mirage.png,https://swordburst2.fandom.com/wiki/Dragon's_Mirage,25-30,,auras,Gracious Domain 3 Serenity Realm 3-4,2026-09-19T00:07:34Z
1275,Serenity Realm,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/6/66/Serenity_Realm.png,https://swordburst2.fandom.com/wiki/Serenity_Realm,,,,,2026-09-19T00:07:34Z
1276,Draconic Emblem,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/1/17/Draconic_Emblem.png,https://swordburst2.fandom.com/wiki/Draconic_Emblem,,,,,2026-09-19T00:07:34Z
1277,Fragmented Jewels,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/8/82/Fragmented_Jewels.png,https://swordburst2.fandom.com/wiki/Fragmented_Jewels,,,,,2026-09-19T00:07:34Z
1278,Healing Domain,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/d/d7/Healing_Domain.png,https://swordburst2.fandom.com/wiki/Healing_Domain,,,,,2026-09-19T00:07:34Z
1279,Occulted Fireflies,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/e/eb/Occulted_Fireflies.png,https://swordburst2.fandom.com/wiki/Occulted_Fireflies,,,,,2026-09-19T00:07:34Z
1280,Flaring Skylights,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/c/cf/Flaring_Skylights.png,https://swordburst2.fandom.com/wiki/Flaring_Skylights,,,,,2026-09-19T00:07:34Z
1281,Icy Wind,Aura,Aura,Aura,Common,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/0/03/IcyWind.png,https://swordburst2.fandom.com/wiki/Icy_Wind,2-3,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19T00:07:34Z
1282,Nature's Blessing,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/f/fc/NaturesBlessing.png,https://swordburst2.fandom.com/wiki/Nature's_Blessing,2-3,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19T00:07:34Z
1283,Earthen Energy,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/2/2e/EarthenEnergy.png,https://swordburst2.fandom.com/wiki/Earthen_Energy,15-20,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19T00:07:34Z
1284,Aether Mist,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/8/8a/AetherMist.png,https://swordburst2.fandom.com/wiki/Aether_Mist,2-3,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19T00:07:34Z
1285,Sanguine Spark,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/b/b3/SanguineSpark.png,https://swordburst2.fandom.com/wiki/Sanguine_Spark,25,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19T00:07:34Z
1286,Spiral Eclipse,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/2/26/SpiralEclipse.png,https://swordburst2.fandom.com/wiki/Spiral_Eclipse,17-18,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19T00:07:34Z
1287,Unformed Void,Aura,Aura,Aura,Common,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/a/aa/Unformed_Void.png,https://swordburst2.fandom.com/wiki/Unformed_Void,10-15,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19T00:07:34Z
1288,Achromatic Flame,Aura,Aura,Aura,Uncommon,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/d/da/Achromatic_Flame.png,https://swordburst2.fandom.com/wiki/Achromatic_Flame,2-3,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19T00:07:34Z
1289,Shadow's Light,Aura,Aura,Aura,Rare,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/c/cd/Shadow%27s_Light.png,https://swordburst2.fandom.com/wiki/Shadow's_Light,6-8,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19T00:07:34Z
1290,Cheerful Glitter,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/8/8d/Cheerful_Glitter.png,https://swordburst2.fandom.com/wiki/Cheerful_Glitter,8,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19T00:07:34Z
1291,Prismatic Concerto,Aura,Aura,Aura,Legendary,,,,,,FALSE,,,,,https://static.wikia.nocookie.net/swordburst2/images/8/8a/Prismatic_Concerto.png,https://swordburst2.fandom.com/wiki/Prismatic_Concerto,20-22,,auras,Witch's Taboo 2 Spiced Mischeif 2-3,2026-09-19T00:07:34Z
